id,chronological_order,working_title,one_line_summary,life_stage,story_arc,characters,locations,themes,source_tier,primary_work,primary_book,primary_chapter,verse_range,festival_tags,age_sensitivity,estimated_story_strength,visual_potential,independent_story_score,source_confidence,variant_notes
DKS_0418,418,Duryodhana's Lavish Pavilions That Krishna Ignores,"Duryodhana builds gem-studded pavilions to receive Krishna, but Krishna arrives at the Kuru capital without casting a single glance at them.",kurukshetra,peace_mission,Krishna; Duryodhana; Dhritarashtra; Bhishma,Hastinapura; Vrikasthala,pride; humility; hospitality,A,Mahabharata (Ganguli translation),5,085,,,all,3,4,3,4,
DKS_0419,419,Vidura Exposes the Plan to Bribe Krishna,"When Dhritarashtra plans lavish gifts to win Krishna over, Vidura declares the gifts betray deception and that Krishna can never be separated from Arjuna.",kurukshetra,peace_mission,Krishna; Vidura; Dhritarashtra,Hastinapura,discernment; loyalty; deception,A,Mahabharata (Ganguli translation),5,087,,,all,3,2,3,4,
DKS_0420,420,Duryodhana Resolves to Imprison Krishna; Bhishma Departs in Anger,"Duryodhana announces his plan to imprison Krishna; Dhritarashtra is pained and Bhishma, denouncing the wicked scheme, rises in rage and leaves.",kurukshetra,peace_mission,Krishna; Duryodhana; Bhishma; Dhritarashtra,Hastinapura,plot; imprisonment; foreshadowing,A,Mahabharata (Ganguli translation),5,088,,,all,4,3,3,4,
DKS_0421,421,Krishna Enters Hastinapura and Meets Dhritarashtra,"Welcomed by Bhishma, Drona and the Dhartarashtras, Krishna enters Hastinapura, where the blind king Dhritarashtra and all the elders rise to honour him.",kurukshetra,peace_mission,Krishna; Dhritarashtra; Bhishma; Drona; Vidura,Hastinapura,hospitality; honour; entry,A,Mahabharata (Ganguli translation),5,089,,,all,3,4,3,4,
DKS_0422,422,Krishna Comforts the Grieving Kunti,"Krishna visits his aunt Kunti, who pours out her sorrows for her exiled sons; he consoles her and assures her she will soon see the Pandavas victorious.",kurukshetra,peace_mission,Krishna; Kunti,Hastinapura,grief; consolation; family,A,Mahabharata (Ganguli translation),5,090,,,all,4,2,3,4,
DKS_0423,423,Krishna Refuses Duryodhana's Hospitality,"Duryodhana invites Krishna to eat at his house, but Krishna refuses, saying envoys eat only after their mission succeeds and that he will accept food from Vidura alone.",kurukshetra,peace_mission,Krishna; Duryodhana; Karna; Vidura,Hastinapura,integrity; refusal; hospitality,A,Mahabharata (Ganguli translation),5,091,,,all,4,2,4,4,
DKS_0424,424,Vidura Warns Krishna of Duryodhana's Wickedness,"That night Vidura tells Krishna his coming was ill-judged, describing Duryodhana's vices and his belief that he can never be persuaded to make peace.",kurukshetra,peace_mission,Krishna; Vidura; Duryodhana,Hastinapura; Vidura's abode,warning; discernment; foresight,A,Mahabharata (Ganguli translation),5,092,,,all,3,2,3,4,
DKS_0425,425,Krishna's Resolve: The Merit of Striving for Peace,"Krishna answers Vidura that he came knowing Duryodhana's wickedness, for great is the merit of one who strives to save the earth from destruction even if he fails.",kurukshetra,peace_mission,Krishna; Vidura,Hastinapura; Vidura's abode,resolve; duty; peace,A,Mahabharata (Ganguli translation),5,093,,,all,3,2,3,4,
DKS_0426,426,Krishna Enters the Kuru Assembly,"Krishna rides in procession to the Kuru court, enters arm-in-arm with Vidura and Satyaki, and after the Rishis are seated takes his seat in the assembly.",kurukshetra,peace_mission,Krishna; Vidura; Satyaki; Dhritarashtra; Bhishma,Hastinapura; Kuru assembly,assembly; honour; divinity,A,Mahabharata (Ganguli translation),5,094,,,all,3,4,3,4,
DKS_0427,427,Krishna's Plea for Peace Before the Assembly,"Before the assembled kings, Krishna urges Dhritarashtra to restrain his sons and restore the Pandavas' share of the kingdom, to save the world from slaughter.",kurukshetra,peace_mission,Krishna; Dhritarashtra; Duryodhana; Yudhishthira,Hastinapura; Kuru assembly,peace; justice; reconciliation,A,Mahabharata (Ganguli translation),5,095,,,all,4,2,4,4,
DKS_0428,428,Parashurama Reveals Krishna and Arjuna as Nara and Narayana,"Parashurama, in the assembly, tells the tale of Dambhodbhava and declares that Nara and Narayana of old are now Arjuna and Krishna, urging Duryodhana to make peace.",kurukshetra,peace_mission,Krishna; Arjuna; Parashurama; Duryodhana,Hastinapura; Kuru assembly,divinity; counsel; peace,A,Mahabharata (Ganguli translation),5,096,,,all,3,3,3,4,
DKS_0429,429,Krishna's Appeal to Duryodhana,"At Dhritarashtra's request, Krishna approaches Duryodhana directly and urges him, with reasoned counsel, to make peace with the Pandavas for the good of his own race.",kurukshetra,peace_mission,Krishna; Duryodhana; Dhritarashtra,Hastinapura; Kuru assembly,counsel; peace; kinship,A,Mahabharata (Ganguli translation),5,124,,,all,4,2,3,4,
DKS_0430,430,Duryodhana's Refusal: Not a Needle-Point of Land,"Duryodhana rejects Krishna's counsel, claiming he has done no wrong, and vows that not even land covered by the point of a needle will be given to the Pandavas while he lives.",kurukshetra,peace_mission,Duryodhana; Krishna,Hastinapura; Kuru assembly,pride; refusal; war,A,Mahabharata (Ganguli translation),5,127,,,all,4,2,4,4,
DKS_0431,431,Krishna's Rebuke of Duryodhana's Crimes,"With eyes red in anger, Krishna recounts Duryodhana's crimes — the dice plot, Draupadi's humiliation, the attempts to burn and poison the Pandavas — and foretells his downfall.",kurukshetra,peace_mission,Krishna; Duryodhana; Dussasana; Karna,Hastinapura; Kuru assembly,wrath; rebuke; justice,A,Mahabharata (Ganguli translation),5,128,,,all,4,3,3,4,
DKS_0432,432,Krishna Urges the Elders to Bind Duryodhana,"After Duryodhana storms out, Krishna tells the elders that they are guilty for not seizing the wicked king, citing how he himself slew Kansa to save his kinsmen.",kurukshetra,peace_mission,Krishna; Bhishma; Drona; Duryodhana; Kansa,Hastinapura; Kuru assembly,justice; kinship; counsel,A,Mahabharata (Ganguli translation),5,128,,,all,4,2,3,4,
DKS_0433,433,The Plot to Seize Krishna; Satyaki's Alarm,"Duryodhana, Karna, Sakuni and Dussasana resolve to seize Krishna by force; Satyaki, reading the signs, alerts Krishna and arrays the troops.",kurukshetra,peace_mission,Krishna; Satyaki; Duryodhana; Karna; Sakuni; Dussasana; Kritavarman,Hastinapura; Kuru assembly,conspiracy; vigilance; seizure,A,Mahabharata (Ganguli translation),5,130,,,all,4,3,3,4,
DKS_0434,434,Krishna Defies the Conspirators,"Krishna tells Dhritarashtra that if they wish to seize him by violence they may try, for he could make over all of them to the Pandavas, but he will not commit a censurable deed.",kurukshetra,peace_mission,Krishna; Dhritarashtra; Vidura,Hastinapura; Kuru assembly,defiance; restraint; power,A,Mahabharata (Ganguli translation),5,130,,,all,4,2,3,4,
DKS_0435,435,Krishna Reveals His Universal Form,"Laughing at Duryodhana's boast to seize him, Krishna bursts into his universal form — gods issuing from his body, the whole court dazzled, all but a few closing their eyes in terror.",kurukshetra,peace_mission,Krishna; Duryodhana; Bhishma; Drona; Vidura; Sanjaya,Hastinapura; Kuru assembly,cosmic_form; divinity; awe,A,Mahabharata (Ganguli translation),5,131,,,all,5,5,4,4,
DKS_0436,436,Krishna Departs as Dhritarashtra Pleads Powerlessness,"With the assembly witnessed, Krishna takes leave of the elders, declares he will return to Yudhishthira, and mounts his car to depart as Dhritarashtra protests his powerlessness.",kurukshetra,peace_mission,Krishna; Dhritarashtra; Bhishma; Drona; Vidura,Hastinapura; Kuru assembly,departure; witness; helplessness,A,Mahabharata (Ganguli translation),5,131,,,all,3,3,3,4,
DKS_0437,437,Krishna Relays Kunti's Message: The Duty of a Kshatriya,Krishna reports the failed embassy to Kunti and carries back her charge to Yudhishthira to recover his kingdom by the prowess of his arms as a Kshatriya should.,kurukshetra,peace_mission,Krishna; Kunti; Yudhishthira,Hastinapura; Kunti's abode,duty; kshatriya_dharma; exhortation,A,Mahabharata (Ganguli translation),5,132,,,all,4,2,3,4,
DKS_0438,438,Kunti's Exhortation: The Story of Vidula and Sanjaya,"Kunti instructs Krishna to carry the ancient tale of Vidula, who shamed her defeated son Sanjaya back into battle, as an exhortation to war for Yudhishthira.",kurukshetra,peace_mission,Krishna; Kunti; Vidula; Sanjaya,Hastinapura; Kunti's abode,courage; exhortation; war,A,Mahabharata (Ganguli translation),5,133,,,all,3,2,3,4,
DKS_0439,439,Kunti's Final Messages and Krishna's Leave-Taking,"Kunti gives Krishna parting words for Arjuna, Bhima, Draupadi and the twins, recalling the celestial voice that promised Arjuna victory, and Krishna takes his leave of her.",kurukshetra,peace_mission,Krishna; Kunti; Arjuna; Bhima; Draupadi,Hastinapura; Kunti's abode,prophecy; parting; war,A,Mahabharata (Ganguli translation),5,137,,,all,3,2,3,4,
DKS_0440,440,Krishna Takes Karna Upon His Chariot and Returns to Upaplavya,"Krishna dismisses the Kuru chiefs, takes Karna upon his chariot, deliberates with him at length, then dismisses him and returns swiftly to Upaplavya.",kurukshetra,peace_mission,Krishna; Karna; Satyaki; Daruka,Hastinapura; road to Upaplavya,journey; dialogue; return,A,Mahabharata (Ganguli translation),5,137,,,all,3,3,3,4,cf. mb_e_008 (Karna's leave-taking).
DKS_0441,441,Krishna Reveals Karna's Birth and Offers Him the Kingdom,"Krishna tells Karna he is Kunti's firstborn son and therefore a Pandava, and offers to have him installed as king of the whole earth with the Pandavas as his followers.",kurukshetra,peace_mission,Krishna; Karna; Kunti; Yudhishthira,"on the road, near Hastinapura",birth_secret; offer; identity,A,Mahabharata (Ganguli translation),5,140,,,all,5,3,4,4,
DKS_0442,442,"Karna Refuses, Pledging Loyalty to Duryodhana","Acknowledging he is Kunti's son by Surya, Karna refuses the kingdom, declaring that Adhiratha and Radha who raised him are his parents and that he will not betray Duryodhana.",kurukshetra,peace_mission,Krishna; Karna; Duryodhana; Adhiratha; Radha; Kunti,"on the road, near Hastinapura",loyalty; birth_secret; gratitude,A,Mahabharata (Ganguli translation),5,141,,,all,5,3,4,4,
DKS_0443,443,Karna's Prophecy of the Coming War as a Sacrifice,"Karna foretells the war as a great sacrifice of arms with Krishna as its witness, describing how each hero will play a priestly part, and asks Krishna to keep their talk secret.",kurukshetra,peace_mission,Karna; Krishna; Arjuna; Bhima; Duryodhana,"on the road, near Hastinapura",war; prophecy; sacrifice,A,Mahabharata (Ganguli translation),5,141,,,mild_violence,4,3,4,4,
DKS_0444,444,Karna Worships Krishna and Takes His Leave,"On the road from Hastinapura, Karna worships Krishna and recounts omens and visions foretelling the Kauravas' defeat; Krishna replies that the destruction of the earth is at hand, and the two part.",kurukshetra,peace_mission,Krishna; Karna,Hastinapura; road to Upaplavya,fate; honesty; parting,A,Mahabharata (Ganguli translation),5,143,,,all,3,3,3,4,cf. mb_b_031.
DKS_0445,445,Krishna Returns to Upaplavya and Reports the Failure of the Peace Mission,Krishna returns from Hastinapura and reports to the Pandavas that Duryodhana rejected his true and beneficial words in the assembly.,kurukshetra,peace_mission,Krishna; Yudhishthira; Pandavas; Duryodhana,Upaplavya; Hastinapura,diplomacy; truth; failure,A,Mahabharata (Ganguli translation),5,147,,,all,3,3,3,4,
DKS_0446,446,Krishna Guides Arjuna Against Ashvatthama's Brahmastra,"After Ashvatthama releases the Brahmashira weapon at the Pandavas, a terrified Arjuna calls on Krishna, who tells him only a brahmastra can counter it; Arjuna discharges it and, at Krishna's word, withdraws both blazing weapons to save the worlds.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Ashvatthama; Draupadi,Kurukshetra; the battlefield,divine protection; war; devotion; crisis,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",1,7,12-31,,all,4,4,3,5,
DKS_0447,447,Krishna's Verdict on Ashvatthama,"When Ashvatthama, the murderer of the sleeping children, is dragged before Krishna and the Pandavas, Krishna urges that the brahmin-slayer must be punished but not slain, and pronounces the compromise Arjuna carries out: strip his jewel and shave his head, sparing his life.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Ashvatthama; Draupadi; Bhima,the Pandava camp; Hastinapura,justice; mercy; dharma; punishment,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",1,7,32-56,,all,4,3,4,5,
DKS_0448,448,Bhishma's Passing in Krishna's Presence,"Lying on his bed of arrows at the auspicious northern solstice, Bhishma fixes his gaze on Krishna standing before him, glorifies him as Narayana himself, and passes away with his mind merged in the Lord, while the sages and Pandavas look on.",kurukshetra,kurukshetra_war,Krishna; Bhishma; Yudhishthira; the Pandavas,Kurukshetra,devotion; death; liberation; gratitude,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",1,9,21-45,,all,4,4,3,5,
DKS_0449,449,The Kurukshetra War,"Uddhava recalls how the earth shook at Kurukshetra as the armies of the warring cousins gathered, and how Duryodhana lay at the last with his thigh broken, the burden of the earth lifted by Krishna's design.",kurukshetra,kurukshetra_war,Krishna; Duryodhana; the Pandavas; the Kauravas,Kurukshetra,war; the fall of Duryodhana; the lifting of the earth's burden,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",3,3,11-12,,mild_violence,3,3,3,5,
DKS_0450,450,Krishna Names Dhrishtadyumna Commander of the Pandava Army,"When Yudhishthira asks who should lead the seven Akshauhinis, Krishna approves the candidates and names Dhrishtadyumna as the commander-in-chief.",kurukshetra,kurukshetra_war,Krishna; Yudhishthira; Dhrishtadyumna,Upaplavya,leadership; strategy; war,A,Mahabharata (Ganguli translation),5,151,,,all,3,3,3,4,
DKS_0451,451,Krishna Declares That War Is Now Inevitable,"Pressed by Yudhishthira for guidance, Krishna answers that Duryodhana bears no good will and that, since the Pandavas will not abandon their property, war must now take place.",kurukshetra,kurukshetra_war,Krishna; Yudhishthira; Duryodhana,Upaplavya,war; counsel; inevitability,A,Mahabharata (Ganguli translation),5,154,,,all,3,3,3,4,
DKS_0452,452,Krishna Is Chosen as Arjuna's Charioteer,"As the Pandavas marshal their army for Kurukshetra, Krishna is chosen as Arjuna's guide and the driver of his steeds.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Yudhishthira,Upaplavya; Kurukshetra,charioteer; friendship; war,A,Mahabharata (Ganguli translation),5,155,,,all,3,3,3,4,
DKS_0453,453,Balarama Refuses to Take Sides and Departs on Pilgrimage,"Balarama, unwilling to fight against either the Pandavas or Duryodhana, declares he follows Krishna's cause but departs to the Saraswati tirthas rather than watch the Kauravas' destruction.",kurukshetra,kurukshetra_war,Krishna; Balarama; Pandavas,Upaplavya; Saraswati,neutrality; kinship; detachment,A,Mahabharata (Ganguli translation),5,155,,,all,3,3,3,4,
DKS_0454,454,Krishna Directs Arjuna to Hymn Durga,"On the eve of the battle Krishna tells Arjuna to recite his hymn to Durga; the goddess appears in the sky, grants victory, and both warriors blow their conches.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Durga,Kurukshetra,devotion; divine blessing; war preparation,A,Mahabharata (Ganguli translation),6,23,,,all,3,4,3,4,
DKS_0455,455,Krishna Places the Chariot Between the Armies,At Arjuna's request Krishna drives the chariot between the two assembled armies so Arjuna can survey the kinsmen he must fight.,kurukshetra,kurukshetra_war,Krishna; Arjuna,Kurukshetra,survey before battle; kinship; duty,A,Mahabharata (Ganguli translation),6,25,,,all,4,4,4,4,
DKS_0456,456,Arjuna's Despair and Collapse,"Seeing his kinsmen arrayed on both sides, Arjuna is overcome with pity, his bow Gandiva slips from his hand, and he casts aside his weapons and sinks down on his chariot.",kurukshetra,kurukshetra_war,Arjuna; Krishna,Kurukshetra,despair; compassion; moral crisis,A,Mahabharata (Ganguli translation),6,25,,,all,5,4,4,4,
DKS_0457,457,Arjuna Surrenders to Krishna as Disciple,"Unable to see his duty, Arjuna lays down his arms in spirit and begs Krishna to instruct him as his disciple.",kurukshetra,kurukshetra_war,Arjuna; Krishna,Kurukshetra,surrender; discipleship; seeking guidance,A,Mahabharata (Ganguli translation),6,26,,,all,4,2,4,4,
DKS_0458,458,Krishna Grants Celestial Sight and Reveals the Vishvarupa,"At Arjuna's request, Krishna gives him divine sight and reveals his supreme universal form filling the heavens.",kurukshetra,kurukshetra_war,Krishna; Arjuna,Kurukshetra,cosmic vision; divine revelation; awe,A,Mahabharata (Ganguli translation),6,35,,,all,5,5,4,4,
DKS_0459,459,Krishna Declares 'I Am Death',"Within the cosmic form Arjuna sees the warriors rushing into Krishna's flaming mouths, and Krishna reveals himself as all-consuming Time commanding Arjuna to be his instrument.",kurukshetra,kurukshetra_war,Krishna; Arjuna,Kurukshetra,destiny; cosmic order; duty,A,Mahabharata (Ganguli translation),6,35,,,mild_violence,5,5,4,4,
DKS_0460,460,Krishna Returns to His Gentle Form,"Terrified and repentant, Arjuna begs Krishna to resume his familiar form; Krishna comforts him and restores him to his senses.",kurukshetra,kurukshetra_war,Krishna; Arjuna,Kurukshetra,mercy; grace; restoration,A,Mahabharata (Ganguli translation),6,35,,,all,4,4,3,4,
DKS_0461,461,Arjuna Resolves to Fight,"His delusion dispelled, Arjuna declares he will do Krishna's bidding and returns to battle.",kurukshetra,kurukshetra_war,Arjuna; Krishna,Kurukshetra,resolve; duty; return to battle,A,Mahabharata (Ganguli translation),6,42,,,all,4,3,4,4,
DKS_0462,462,Krishna's Overture to Karna,"After the Gita, Krishna approaches Karna and invites him to fight for the Pandavas until Bhishma falls, but Karna refuses out of loyalty to Duryodhana.",kurukshetra,kurukshetra_war,Krishna; Karna; Arjuna,Kurukshetra,loyalty; war strategy; friendship,A,Mahabharata (Ganguli translation),6,43,,,all,4,3,4,4,cf. mb_b_032 (pre-war offer to Karna).
DKS_0463,463,Krishna Consoles Yudhishthira After the First Day's Battle,"Distraught at Bhishma's slaughter of his army, Yudhishthira speaks of retiring to the woods; Krishna consoles him and points to Sikhandin as Bhishma's destined slayer.",kurukshetra,kurukshetra_war,Krishna; Yudhishthira; Bhishma; Sikhandin,Kurukshetra,consolation; counsel; destiny,A,Mahabharata (Ganguli translation),6,50,,,all,3,3,3,4,
DKS_0464,464,Krishna Drives Arjuna's Chariot Against Bhishma,"At Arjuna's bidding, Krishna drives the chariot straight toward Bhishma; in the ensuing duel Bhishma strikes Krishna himself between the breasts with three arrows.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Bhishma,Kurukshetra,charioteer; battle; courage,A,Mahabharata (Ganguli translation),6,52,,,mild_violence,3,3,3,4,
DKS_0465,465,"Arjuna Restrains Krishna, Who Relents and Returns to the Chariot","Arjuna seizes the enraged Krishna and stops him at the tenth step, vowing not to withdraw from the fight; Krishna is gratified, returns to the chariot, and sounds the Panchajanya.",kurukshetra,kurukshetra_war,Krishna; Arjuna,Kurukshetra,restraint; vow; friendship,A,Mahabharata (Ganguli translation),6,59,,,all,3,3,3,4,
DKS_0466,466,Krishna Counsels Arjuna to Let Karna Pass,"Krishna holds Arjuna back from fighting Karna, warning that Karna still holds the infallible dart that Vasava (Indra) gave him.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Karna; Satyaki,Kurukshetra,war strategy; foresight; restraint,A,Mahabharata (Ganguli translation),7,146,,,all,4,2,3,4,
DKS_0467,467,Krishna Lends His Car to Satyaki,"Krishna foresees Satyaki's need, summons his charioteer Daruka by blowing his conch, and lends his own celestial car to Satyaki for the fight with Karna.",kurukshetra,kurukshetra_war,Krishna; Satyaki; Daruka; Karna,Kurukshetra,divine aid; comradeship; foreknowledge,A,Mahabharata (Ganguli translation),7,146,,,all,4,4,3,4,
DKS_0468,468,Krishna Embraces and Praises Arjuna After the Vow,"When Arjuna's vow against Jayadratha is fulfilled, Krishna embraces him, and Arjuna credits the victory entirely to Krishna's grace.",kurukshetra,kurukshetra_war,Krishna; Arjuna,Kurukshetra,victory; grace; gratitude,A,Mahabharata (Ganguli translation),7,147,,,mild_violence,3,3,3,4,
DKS_0469,469,Krishna Shows Arjuna the Slain Battlefield,"As they ride back across the field, Krishna points out to Arjuna the fallen kings, elephants, and horses slain by his shafts.",kurukshetra,kurukshetra_war,Krishna; Arjuna,Kurukshetra,reflection; cost of war; guidance,A,Mahabharata (Ganguli translation),7,147,,,mild_violence,3,4,3,4,
DKS_0470,470,Krishna Rallies the Broken Pandava Host,"Seeing the Panchalas routed by Drona and Karna, Krishna urges Arjuna to cast away fear and advance against the two great warriors.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Bhima; Drona; Karna,Kurukshetra,leadership; courage; rallying,A,Mahabharata (Ganguli translation),7,172,,,mild_violence,3,3,3,4,
DKS_0471,471,Krishna Sends Ghatotkacha Against Karna,"Krishna keeps Arjuna from Karna and instead commands the Rakshasa Ghatotkacha to fight Karna at night, so that Karna's infallible dart is spent on him.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Ghatotkacha; Karna,Kurukshetra,war strategy; sacrifice; divine plan,A,Mahabharata (Ganguli translation),7,173,,,mild_violence,5,4,4,4,
DKS_0472,472,Krishna Directs Ghatotkacha to Slay Alayudha,"When Bhima is hard-pressed by the Rakshasa Alayudha, Krishna tells Ghatotkacha to abandon Karna for the moment and first slay Alayudha.",kurukshetra,kurukshetra_war,Krishna; Ghatotkacha; Bhima; Alayudha,Kurukshetra,protection; war strategy; command,A,Mahabharata (Ganguli translation),7,178,,,mild_violence,3,3,3,4,
DKS_0473,473,Krishna Rejoices at Ghatotkacha's Fall,"While the Pandavas mourn Ghatotkacha, Krishna dances and shouts for joy, then reveals the cause: Karna's infallible dart is now spent and Karna is mortal.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Ghatotkacha; Karna,Kurukshetra,divine strategy; apparent callousness; revelation,A,Mahabharata (Ganguli translation),7,180,,,mild_violence,5,4,4,4,
DKS_0474,474,Krishna Recounts His Slaying of Enemy Kings,"Krishna explains to Arjuna that, for the Pandavas' good, he contrived the deaths of Jarasandha, Ekalavya, Sisupala and Ghatotkacha himself.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Jarasandha; Ekalavya; Sisupala; Ghatotkacha,Kurukshetra,divine plan; protection of dharma; past deeds,A,Mahabharata (Ganguli translation),7,181,,,mild_violence,4,3,3,4,
DKS_0475,475,Krishna Explains His Protection of Arjuna,"Krishna tells Satyaki how he always shielded Arjuna from Karna's dart, stupefying Karna so the weapon was never hurled at Partha.",kurukshetra,kurukshetra_war,Krishna; Satyaki; Arjuna; Karna,Kurukshetra,protection; foresight; devotion to Arjuna,A,Mahabharata (Ganguli translation),7,181,,,all,4,2,3,3,
DKS_0476,476,Krishna Consoles the Grieving Yudhishthira,"When Yudhishthira is overwhelmed by grief at Ghatotkacha's death, Krishna urges him to rise and fight rather than sink into despondency.",kurukshetra,kurukshetra_war,Krishna; Yudhishthira,Kurukshetra,consolation; duty; fortitude,A,Mahabharata (Ganguli translation),7,183,,,all,3,2,3,4,
DKS_0477,477,Krishna Devises the Ashvatthama Stratagem,"Seeing Drona unbeatable in battle, Krishna counsels the Pandavas to abandon fair means and tell Drona that his son Ashvatthama is slain, so he will lay down his arms.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Yudhishthira; Bhima; Drona,Kurukshetra,stratagem; moral compromise; war necessity,A,Mahabharata (Ganguli translation),7,191,,,mild_violence,5,3,4,4,
DKS_0478,478,Krishna Urges Yudhishthira to Speak the Untruth,"As Drona is about to annihilate the Pandava army, Krishna presses the truth-loving Yudhishthira to tell the half-truth that Ashvatthama is dead.",kurukshetra,kurukshetra_war,Krishna; Yudhishthira; Drona; Bhima,Kurukshetra,falsehood for a just end; moral dilemma; necessity,A,Mahabharata (Ganguli translation),7,191,,,mild_violence,4,2,3,4,
DKS_0479,479,Krishna Points Out Karna's Rampage and Urges Arjuna,"Krishna, as Arjuna's charioteer, shows Arjuna how Yudhishthira is being pursued and how Karna is ravaging the Pandava army, urging him to advance and slay Karna.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Karna; Yudhishthira,Kurukshetra,war counsel; urgency; duty,A,Mahabharata (Ganguli translation),8,60,,,all,3,3,3,4,
DKS_0480,480,Krishna Advises Arjuna to See the Wounded King First,Krishna tells Arjuna that Yudhishthira has been deeply wounded by Karna and advises him to first see and comfort the king before slaying Karna.,kurukshetra,kurukshetra_war,Krishna; Arjuna; Yudhishthira; Karna,Kurukshetra,compassion; counsel; duty,A,Mahabharata (Ganguli translation),8,64,,,all,3,2,3,4,
DKS_0481,481,Krishna Drives Arjuna to Yudhishthira's Side,"Krishna drives the chariot at great speed to the wounded Yudhishthira, and the two Krishnas alight and worship the king's feet.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Yudhishthira,Kurukshetra,devotion; reverence; fellowship,A,Mahabharata (Ganguli translation),8,65,,,all,2,3,2,4,
DKS_0482,482,Krishna Offers Sudarsana to Slay Karna,"Seeing Karna baffle Arjuna's weapons, Krishna rebukes Arjuna's slackness and offers him the razor-edged Sudarsana discus to strike off Karna's head.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Karna,Kurukshetra,divine weapon; wrath; resolve,A,Mahabharata (Ganguli translation),8,89,,,mild_violence,4,4,4,4,
DKS_0483,483,Krishna Sinks the Chariot to Save Arjuna,"When Karna looses the snake-arrow Aswasena at Arjuna's head, Krishna presses the chariot down into the earth with his feet so that the arrow only sweeps off Arjuna's diadem.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Karna; Aswasena,Kurukshetra,protection; divine intervention; quick-wittedness,A,Mahabharata (Ganguli translation),8,90,,,mild_violence,5,5,4,4,
DKS_0484,484,Krishna Identifies the Snake Aswasena,"Krishna names the attacking snake as Aswasena, whose mother Arjuna slew at Khandava, bids Arjuna slay it, and after Arjuna cuts it down raises the sunken chariot with his arms.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Aswasena,Kurukshetra,discernment; protection; retribution,A,Mahabharata (Ganguli translation),8,90,,,mild_violence,4,4,4,4,
DKS_0485,485,Krishna Urges Arjuna to Slay the Distressed Karna,"When Arjuna hesitates to strike the stupefied Karna, Krishna urges him not to spare a fallen foe; Karna's chariot-wheel then sinks into the earth and he appeals to Arjuna's righteousness for a moment's respite.",kurukshetra,kurukshetra_war,Krishna; Arjuna; Karna,Kurukshetra,duty; ruthlessness in war; dharma; vulnerability,A,Mahabharata (Ganguli translation),8,90,,,mild_violence,4,4,4,4,
DKS_0486,486,Balarama Tries to Halt the Mace-Duel,"Hearing that Bhima and Duryodhana are locked in their final mace-duel, Balarama goes to stop the slaughter but, unable to part the two, returns to Dwaraka.",kurukshetra,kurukshetra_war,Balarama; Bhima; Duryodhana; Yudhishthira,Kurukshetra,impartiality; war; futility,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,79,21-28,,all,3,4,3,5,
DKS_0487,487,Kunti's Farewell Hymn to Krishna,"As Krishna prepares to leave Hastinapura for Dwaraka, Queen Kunti offers a parting eulogy recalling how he saved her family from poison, fire, exile and weapons, and asks only that his remembrance ever bind her; Krishna smiles and grants her prayer.",later_life,post_war_krishna,Krishna; Kunti; Yudhishthira,Hastinapura,devotion; gratitude; farewell; protection,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",1,8,16-44,,all,3,2,2,5,
DKS_0488,488,Krishna Departs Hastinapura for Dwaraka,"After restoring Yudhishthira to the throne and staying some months to comfort his relatives, Krishna takes leave of the grieving Pandavas and women of Hastinapura and sets out for Dwaraka, journeying through many kingdoms.",later_life,post_war_krishna,Krishna; Yudhishthira; Kunti; Draupadi; Subhadra,Hastinapura; the road to Dwaraka,farewell; separation; friendship,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",1,10,6-35,,all,3,3,3,5,
DKS_0489,489,Krishna's Homecoming to Dwaraka,"Krishna reaches his own prosperous realm of Anarta, sounds his conch, and is welcomed by the joyful citizens, his father Vasudeva, Balarama, Ugrasena and his queens, who receive him with offerings and embrace.",later_life,post_war_krishna,Krishna; Vasudeva; Balarama; Ugrasena; Devaki; the citizens of Dwaraka,Dwaraka,homecoming; joy; family; welcome,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",1,11,1-33,,all,3,4,3,5,
